Дата,CPI
01.11.2018,153.5
02.11.2018,153.71
06.11.2018,156
07.11.2018,157.85
08.11.2018,157.51
09.11.2018,153.19
12.11.2018,150.89
13.11.2018,148.83
14.11.2018,151.85
15.11.2018,154.14
16.11.2018,153.16
19.11.2018,154.1
20.11.2018,151.51
21.11.2018,152.4
22.11.2018,153.91
23.11.2018,151.79
26.11.2018,149.53
27.11.2018,153.8
28.11.2018,165.58
29.11.2018,164.99
30.11.2018,161.29
03.12.2018,165.4
04.12.2018,164.2
05.12.2018,164.57
06.12.2018,160.62
07.12.2018,163
10.12.2018,161
11.12.2018,158.6
12.12.2018,155.79
13.12.2018,156.49
14.12.2018,155.4
17.12.2018,153.53
18.12.2018,151.89
19.12.2018,152.98
20.12.2018,152.27
21.12.2018,151.12
24.12.2018,149.73
25.12.2018,147.01
26.12.2018,148.41
27.12.2018,150.68
28.12.2018,153
29.12.2018,153.5
03.01.2019,156.28
04.01.2019,159.15
08.01.2019,158.26
09.01.2019,160.24
10.01.2019,160.2
11.01.2019,161
14.01.2019,160.48
15.01.2019,158.15
16.01.2019,156.9
17.01.2019,157.1
18.01.2019,159.2
21.01.2019,158.3
22.01.2019,158.5
23.01.2019,159.9
24.01.2019,160.9
25.01.2019,162.82
28.01.2019,160.56
29.01.2019,162.95
30.01.2019,165.4
31.01.2019,162.82
01.02.2019,163.33
04.02.2019,163.2
05.02.2019,164.25
06.02.2019,163.21
07.02.2019,160.39
08.02.2019,159.8
11.02.2019,161.29
12.02.2019,163.68
13.02.2019,159.27
14.02.2019,155.15
15.02.2019,159.04
18.02.2019,156.43
19.02.2019,154.03
20.02.2019,154.43
21.02.2019,153.5
22.02.2019,154.64
25.02.2019,154.6
26.02.2019,155.36
27.02.2019,156.4
28.02.2019,158.99
01.03.2019,156.71
04.03.2019,154.4
05.03.2019,153.2
06.03.2019,154.2
07.03.2019,151.9
11.03.2019,151.6
12.03.2019,151.64
13.03.2019,153.3
14.03.2019,152.68
15.03.2019,154.56
18.03.2019,155.84
19.03.2019,155.5
20.03.2019,156.09
21.03.2019,155.33
22.03.2019,152.29
25.03.2019,152.29
26.03.2019,151.12
27.03.2019,149.49
28.03.2019,149.98
29.03.2019,149.61
01.04.2019,154.53
02.04.2019,155
03.04.2019,156.99
04.04.2019,158.89
05.04.2019,158.6
08.04.2019,160.5
09.04.2019,162.7
10.04.2019,162.88
11.04.2019,158.04
12.04.2019,159.12
15.04.2019,158.33
16.04.2019,162.24
17.04.2019,164
18.04.2019,161.79
19.04.2019,162.57
22.04.2019,163.5
23.04.2019,162.42
24.04.2019,160.57
25.04.2019,159.31
26.04.2019,161
29.04.2019,163.93
30.04.2019,163.95
02.05.2019,165.71
03.05.2019,166.31
06.05.2019,165.45
07.05.2019,164.21
08.05.2019,163.57
10.05.2019,163.61
13.05.2019,163
14.05.2019,189.67
15.05.2019,195.61
16.05.2019,202.7
17.05.2019,198.89
20.05.2019,200.8
21.05.2019,207.8
22.05.2019,208.1
23.05.2019,208.86
24.05.2019,204.5
27.05.2019,206.2
28.05.2019,203.13
29.05.2019,207.14
30.05.2019,213.1
31.05.2019,215.1
03.06.2019,235.51
04.06.2019,230.16
05.06.2019,230.01
06.06.2019,231.45
07.06.2019,230.5
10.06.2019,232.1
11.06.2019,234.86
13.06.2019,234.44
14.06.2019,231.51
17.06.2019,229.81
18.06.2019,232.13
19.06.2019,232.46
20.06.2019,232.52
21.06.2019,229.09
24.06.2019,232.38
25.06.2019,232.09
26.06.2019,233.1
27.06.2019,232.6
28.06.2019,232.83
01.07.2019,245.5
02.07.2019,246.65
03.07.2019,251.6
04.07.2019,255.35
05.07.2019,250.89
08.07.2019,248.51
09.07.2019,250.17
10.07.2019,250.21
11.07.2019,247.2
12.07.2019,245.5
15.07.2019,240.3
16.07.2019,238.01
17.07.2019,220.19
18.07.2019,218.3
19.07.2019,216
22.07.2019,217.12
23.07.2019,217.39
24.07.2019,212
25.07.2019,219
26.07.2019,234.23
29.07.2019,236.73
30.07.2019,237.1
31.07.2019,236.9
01.08.2019,234.28
02.08.2019,227.91
05.08.2019,223.61
06.08.2019,226.76
07.08.2019,227.67
08.08.2019,231.21
09.08.2019,229.96
12.08.2019,230.24
13.08.2019,229.87
14.08.2019,227.1
15.08.2019,227.15
16.08.2019,224.71
19.08.2019,226.8
20.08.2019,231.54
21.08.2019,231.22
22.08.2019,232.06
23.08.2019,229.35
26.08.2019,228.9
27.08.2019,227
28.08.2019,228.48
29.08.2019,233.2
30.08.2019,232.15
02.09.2019,233.67
03.09.2019,231.02
04.09.2019,233.71
05.09.2019,236.18
06.09.2019,234.49
09.09.2019,234.85
10.09.2019,233
11.09.2019,235.07
12.09.2019,232.88
13.09.2019,232.5
16.09.2019,234.88
17.09.2019,233.58
18.09.2019,233.46
19.09.2019,230.52
20.09.2019,230.41
23.09.2019,230.36
24.09.2019,227.7
25.09.2019,228.43
26.09.2019,231.97
27.09.2019,229.01
30.09.2019,225.9
01.10.2019,226.49
02.10.2019,223.6
03.10.2019,223.1
04.10.2019,221.66
07.10.2019,226.36
08.10.2019,223.2
09.10.2019,223.18
10.10.2019,224.5
11.10.2019,227.37
14.10.2019,226
15.10.2019,226
16.10.2019,227.7
17.10.2019,228
18.10.2019,228
21.10.2019,228.54
22.10.2019,235.36
23.10.2019,236.2
24.10.2019,243.94
25.10.2019,246.71
28.10.2019,244.4
29.10.2019,253.1
30.10.2019,261.6
31.10.2019,260
01.11.2019,263.79
05.11.2019,263
06.11.2019,266.98
07.11.2019,270.74
08.11.2019,266
11.11.2019,260.4
12.11.2019,257.25
13.11.2019,251.8
14.11.2019,248.34
15.11.2019,248.01
18.11.2019,246.15
19.11.2019,248.01
20.11.2019,248
21.11.2019,254.35
22.11.2019,251.99
25.11.2019,255.2
26.11.2019,254
27.11.2019,253.89
28.11.2019,254
29.11.2019,257.54
02.12.2019,254.05
03.12.2019,247.93
04.12.2019,248.93
05.12.2019,246.36
06.12.2019,247.83
09.12.2019,248.7
10.12.2019,246.9
11.12.2019,247.34
12.12.2019,250.48
13.12.2019,249.5
16.12.2019,250.78
17.12.2019,252.05
18.12.2019,251.29
19.12.2019,251.4
20.12.2019,255.5
23.12.2019,255
24.12.2019,254.87
25.12.2019,253.25
26.12.2019,254.1
27.12.2019,257.11
30.12.2019,256.4
03.01.2020,259
06.01.2020,256.55
08.01.2020,255.79
09.01.2020,254.07
10.01.2020,251.9
13.01.2020,251.5
14.01.2020,250
15.01.2020,251.3
16.01.2020,254.26
17.01.2020,255.39
20.01.2020,253.5
21.01.2020,252.99
22.01.2020,248.1
23.01.2020,239.3
24.01.2020,237.95
27.01.2020,230.96
28.01.2020,235
29.01.2020,232
30.01.2020,231.53
31.01.2020,226.7
03.02.2020,227.64
04.02.2020,230.5
05.02.2020,232.56
06.02.2020,231.38
07.02.2020,229.11
10.02.2020,225.2
11.02.2020,233.9
12.02.2020,238.03
13.02.2020,233.55
14.02.2020,232.5
17.02.2020,233.75
18.02.2020,230.5
19.02.2020,231.9
20.02.2020,234.6
21.02.2020,232
25.02.2020,224.68
26.02.2020,224.76
27.02.2020,217.5
28.02.2020,202.65
02.03.2020,198.78
03.03.2020,201.48
04.03.2020,200
05.03.2020,198
06.03.2020,188.27
10.03.2020,171
11.03.2020,172.03
12.03.2020,163.73
13.03.2020,166.1
16.03.2020,168.07
17.03.2020,167
18.03.2020,166.34
19.03.2020,174.56
20.03.2020,176.26
23.03.2020,168.35
24.03.2020,177.95
25.03.2020,180.2
26.03.2020,181.5
27.03.2020,174.5
30.03.2020,176.44
31.03.2020,181.41
01.04.2020,180.06
02.04.2020,187.04
03.04.2020,189.77
06.04.2020,191.1
07.04.2020,191.22
08.04.2020,194.11
09.04.2020,193.86
10.04.2020,192
13.04.2020,188.07
14.04.2020,190.11
15.04.2020,184.25
16.04.2020,184.3
17.04.2020,184.68
20.04.2020,185.51
21.04.2020,181.92
22.04.2020,188.36
23.04.2020,188.73
24.04.2020,185.71
27.04.2020,186.29
28.04.2020,188.5
29.04.2020,193.87
30.04.2020,190
04.05.2020,185.7
05.05.2020,190
06.05.2020,187.05
07.05.2020,185.85
08.05.2020,185.34
12.05.2020,186.17
13.05.2020,184.2
14.05.2020,183.91
15.05.2020,183.85
18.05.2020,192.5
19.05.2020,194.2
20.05.2020,196.74
21.05.2020,194.74
22.05.2020,194.35
25.05.2020,197.55
26.05.2020,196.86
27.05.2020,194.73
28.05.2020,196.86
29.05.2020,199.95
01.06.2020,198.72
02.06.2020,201.97
03.06.2020,208
04.06.2020,201.46
05.06.2020,203.05
08.06.2020,204.91
09.06.2020,204.84
10.06.2020,201.75
11.06.2020,196.74
15.06.2020,194.2
16.06.2020,196.59
17.06.2020,195.86
18.06.2020,193
19.06.2020,195.81
22.06.2020,194.3
23.06.2020,194.83
25.06.2020,192.25
26.06.2020,193
29.06.2020,197.94
30.06.2020,194.31
02.07.2020,195.28
03.07.2020,197.2
06.07.2020,199.99
07.07.2020,197.96
08.07.2020,201.17
09.07.2020,199.44
10.07.2020,200.94
13.07.2020,195.7
14.07.2020,193.6
15.07.2020,182.26
16.07.2020,183.32
17.07.2020,184.65
20.07.2020,188.36
21.07.2020,186.78
22.07.2020,187.15
23.07.2020,184.69
24.07.2020,185.45
27.07.2020,185.03
28.07.2020,184.3
29.07.2020,184.69
30.07.2020,182.52
31.07.2020,182.59
03.08.2020,183.6
04.08.2020,183.31
05.08.2020,189.15
06.08.2020,189.07
07.08.2020,187.23
10.08.2020,187.7
11.08.2020,189.7
12.08.2020,192.8
13.08.2020,193.76
14.08.2020,192.83
17.08.2020,190.47
18.08.2020,190.3
19.08.2020,189.26
20.08.2020,186.95
21.08.2020,184.51
24.08.2020,187.1
25.08.2020,186.25
26.08.2020,187.48
27.08.2020,184.58
28.08.2020,182.9
31.08.2020,181.01
01.09.2020,184.22
02.09.2020,181.95
03.09.2020,179.13
04.09.2020,179.55
07.09.2020,177.04
08.09.2020,172.95
09.09.2020,173.69
10.09.2020,173.8
11.09.2020,178.05
14.09.2020,178.19
15.09.2020,182.22
16.09.2020,183.26
17.09.2020,183.9
18.09.2020,181.52
21.09.2020,177.17
22.09.2020,179
23.09.2020,177
24.09.2020,174.23
25.09.2020,173.77
28.09.2020,172.74
29.09.2020,171.44
30.09.2020,169.97
01.10.2020,168.4
02.10.2020,169.47
05.10.2020,170.64
06.10.2020,171.35
07.10.2020,168.23
08.10.2020,167.43
09.10.2020,166.97
12.10.2020,169.05
13.10.2020,166.37
14.10.2020,167.24
15.10.2020,167.16
16.10.2020,163.98
19.10.2020,163.6
20.10.2020,166.53
21.10.2020,164.37
22.10.2020,165.27
23.10.2020,164.96
26.10.2020,162.17
27.10.2020,159.21
28.10.2020,154.3
29.10.2020,156.74
30.10.2020,154.28
02.11.2020,157.74
03.11.2020,161.09
05.11.2020,163.7
06.11.2020,164.92
09.11.2020,170.13
10.11.2020,172.92
11.11.2020,170.53
12.11.2020,172.91
13.11.2020,180.3
16.11.2020,185.32
17.11.2020,182.9
18.11.2020,185
19.11.2020,184.16
20.11.2020,183.21
23.11.2020,184.15
24.11.2020,186.76
25.11.2020,188.03
26.11.2020,185.52
27.11.2020,185.9
30.11.2020,181.89
01.12.2020,185.34
02.12.2020,187.22
03.12.2020,185.12
04.12.2020,188.79
07.12.2020,190.76
08.12.2020,190
09.12.2020,189.35
10.12.2020,192.95
11.12.2020,201.5
14.12.2020,199.91
15.12.2020,201
16.12.2020,206.2
17.12.2020,214.52
18.12.2020,212.69
21.12.2020,203.46
22.12.2020,208.4
23.12.2020,207.63
24.12.2020,206.24
25.12.2020,205.03
28.12.2020,206.11
29.12.2020,208.75
30.12.2020,212.98
04.01.2021,212.71
05.01.2021,215.32
06.01.2021,214.38
08.01.2021,225.49
11.01.2021,227.6
12.01.2021,228.69
13.01.2021,226.8
14.01.2021,228.86
15.01.2021,226.5
18.01.2021,226.88
19.01.2021,223.15
20.01.2021,224.3
21.01.2021,217.28
22.01.2021,215.49
25.01.2021,218.68
26.01.2021,218.8
27.01.2021,217.4
28.01.2021,217.7
29.01.2021,212.83
01.02.2021,214.66
02.02.2021,214.42
03.02.2021,218.1
04.02.2021,219.79
05.02.2021,222.01
08.02.2021,228
09.02.2021,227.73
10.02.2021,223.24
11.02.2021,221.35
12.02.2021,226.71
15.02.2021,229.22
16.02.2021,232.46
17.02.2021,229.14
18.02.2021,224.47
19.02.2021,226
20.02.2021,225.84
22.02.2021,225.63
24.02.2021,222.55
25.02.2021,221.7
26.02.2021,217.56
01.03.2021,221.47
02.03.2021,222.74
03.03.2021,222.15
04.03.2021,221.14
05.03.2021,227
09.03.2021,232.1
10.03.2021,231.69
11.03.2021,232.47
12.03.2021,233.8
15.03.2021,237.79
16.03.2021,234.02
17.03.2021,229.9
18.03.2021,224.35
19.03.2021,225.4
22.03.2021,221.88
23.03.2021,221.62
24.03.2021,223.65
25.03.2021,224.84
26.03.2021,227.3
29.03.2021,228.74
30.03.2021,225.93
31.03.2021,227.24
01.04.2021,226.94
02.04.2021,228.4
05.04.2021,225.06
06.04.2021,222.95
07.04.2021,224.51
08.04.2021,224.3
09.04.2021,222.15
12.04.2021,222.87
13.04.2021,227.99
14.04.2021,235.32
15.04.2021,234.63
16.04.2021,235.1
19.04.2021,231.17
20.04.2021,230
21.04.2021,230.84
22.04.2021,230.93
23.04.2021,232.62
26.04.2021,233.23
27.04.2021,232
28.04.2021,232.96
29.04.2021,230.51
30.04.2021,231.38
04.05.2021,233.8
05.05.2021,237.5
06.05.2021,243
07.05.2021,241.7
10.05.2021,241.41
11.05.2021,242.5
12.05.2021,241.79
13.05.2021,247.16
14.05.2021,249.55
17.05.2021,255.15
18.05.2021,266.22
19.05.2021,260.9
20.05.2021,259.16
21.05.2021,258
24.05.2021,261.24
25.05.2021,259.79
26.05.2021,263.09
27.05.2021,262.96
28.05.2021,262
31.05.2021,261.03
01.06.2021,263.86
02.06.2021,271.15
03.06.2021,272.1
04.06.2021,274.3
07.06.2021,275.67
08.06.2021,275.36
09.06.2021,275.65
10.06.2021,276.1
11.06.2021,277.05
14.06.2021,279.5
15.06.2021,272.72
16.06.2021,271.8
17.06.2021,272.5
18.06.2021,270.06
21.06.2021,272.62
22.06.2021,277
23.06.2021,277.35
24.06.2021,277.47
25.06.2021,277.19
28.06.2021,276.99
29.06.2021,276.8
30.06.2021,281.8
01.07.2021,285.74
02.07.2021,285.65
05.07.2021,291.1
06.07.2021,293.45
07.07.2021,297.39
08.07.2021,292.86
09.07.2021,295.22
12.07.2021,297.39
13.07.2021,293.83
14.07.2021,284.6
15.07.2021,280.01
16.07.2021,279.65
19.07.2021,275.51
20.07.2021,277.3
21.07.2021,282.9
22.07.2021,283.28
23.07.2021,279.51
26.07.2021,281.05
27.07.2021,278.08
28.07.2021,282.2
29.07.2021,287
30.07.2021,287.35
02.08.2021,286.75
03.08.2021,287.09
04.08.2021,287.94
05.08.2021,285.95
06.08.2021,282.27
09.08.2021,286.68
10.08.2021,288.61
11.08.2021,290.35
12.08.2021,293.23
13.08.2021,292.7
16.08.2021,295.1
17.08.2021,298.32
18.08.2021,295.05
19.08.2021,293.68
20.08.2021,292.57
23.08.2021,297.69
24.08.2021,298.7
25.08.2021,296.7
26.08.2021,294.34
27.08.2021,299.66
30.08.2021,305.17
31.08.2021,305.65
01.09.2021,312.89
02.09.2021,312.3
03.09.2021,317.94
06.09.2021,328.93
07.09.2021,327.73
08.09.2021,327.6
09.09.2021,324.57
10.09.2021,326.43
13.09.2021,332.75
14.09.2021,338.98
15.09.2021,343.34
16.09.2021,338.5
17.09.2021,334.5
20.09.2021,325.7
21.09.2021,335.3
22.09.2021,340.59
23.09.2021,343.47
24.09.2021,344.29
27.09.2021,355.19
28.09.2021,354.07
29.09.2021,360.88
30.09.2021,360.8
01.10.2021,363.25
04.10.2021,376.06
05.10.2021,389.82
06.10.2021,381.3
07.10.2021,370.7
08.10.2021,366.17
11.10.2021,369.81
12.10.2021,364.1
13.10.2021,362.77
14.10.2021,367
15.10.2021,367.76
18.10.2021,363.5
19.10.2021,368.83
20.10.2021,369.97
21.10.2021,363.37
22.10.2021,358.12
25.10.2021,364.84
26.10.2021,364.82
27.10.2021,362.17
28.10.2021,353.21
29.10.2021,350.18
01.11.2021,359.1
02.11.2021,352.48
03.11.2021,353.02
05.11.2021,350.6
08.11.2021,351.47
09.11.2021,349.46
10.11.2021,345.8
11.11.2021,347.44
12.11.2021,333.6
15.11.2021,340.3
16.11.2021,336.79
17.11.2021,349.98
18.11.2021,345.56
19.11.2021,337.62
22.11.2021,319.2
23.11.2021,341.77
24.11.2021,338.3
25.11.2021,337.55
26.11.2021,326
29.11.2021,339.2
30.11.2021,334.24
01.12.2021,345.21
02.12.2021,350.3
03.12.2021,345.99
06.12.2021,338.94
07.12.2021,344.96
08.12.2021,340.5
09.12.2021,336.6
10.12.2021,332
13.12.2021,307.26
14.12.2021,319.35
15.12.2021,324.09
16.12.2021,328.39
17.12.2021,327.3
20.12.2021,325.9
21.12.2021,339.88
22.12.2021,345.55
23.12.2021,339.81
24.12.2021,338.79
27.12.2021,343.97
28.12.2021,343.23
29.12.2021,340.33
30.12.2021,342.39
03.01.2022,353.73
04.01.2022,352.55
05.01.2022,335
06.01.2022,346.13
10.01.2022,344
11.01.2022,343.74
12.01.2022,347.43
13.01.2022,337.6
14.01.2022,335.76
17.01.2022,327.81
18.01.2022,301.11
19.01.2022,318.36
20.01.2022,310.42
21.01.2022,311.6
24.01.2022,294.59
25.01.2022,302.96
26.01.2022,299.6
27.01.2022,325.25
28.01.2022,329.58
31.01.2022,334.8
01.02.2022,330.95
02.02.2022,331.7
03.02.2022,323.75
04.02.2022,324.6
07.02.2022,321.25
08.02.2022,331.7
09.02.2022,335.08
10.02.2022,328.93
11.02.2022,318.1
14.02.2022,321.85
15.02.2022,333.6
16.02.2022,336.5
17.02.2022,323.51
18.02.2022,309.48
21.02.2022,257.3
22.02.2022,283.51
24.02.2022,210
25.02.2022,228
24.03.2022,258.51
25.03.2022,227
28.03.2022,218.6
29.03.2022,208
30.03.2022,216
31.03.2022,242.48
01.04.2022,251.4
04.04.2022,252.9
05.04.2022,243.5
06.04.2022,239.7
07.04.2022,245
08.04.2022,241.07
11.04.2022,234.55
12.04.2022,236.3
13.04.2022,234.87
14.04.2022,222.11
15.04.2022,224
18.04.2022,216.99
19.04.2022,220.72
20.04.2022,218.92
21.04.2022,210.29
22.04.2022,208
25.04.2022,206.35
26.04.2022,225.85
27.04.2022,237.15
28.04.2022,237.53
29.04.2022,240.4
04.05.2022,234.16
05.05.2022,238.6
06.05.2022,240.1
11.05.2022,241.99
12.05.2022,230.56
13.05.2022,235.52
16.05.2022,244.2
17.05.2022,258.8
18.05.2022,264.84
19.05.2022,266.68
20.05.2022,263
23.05.2022,263
24.05.2022,265.8
25.05.2022,271.4
26.05.2022,295.89
27.05.2022,294.5
30.05.2022,300.8
31.05.2022,293.75
01.06.2022,297.69
02.06.2022,296
03.06.2022,297
06.06.2022,296.5
07.06.2022,297.99
08.06.2022,308
09.06.2022,306.5
10.06.2022,309.2
14.06.2022,317.69
15.06.2022,316.2
16.06.2022,316.99
17.06.2022,315.5
20.06.2022,311.98
21.06.2022,301.58
22.06.2022,295.8
23.06.2022,303.5
24.06.2022,296
27.06.2022,296.2
28.06.2022,297.2
29.06.2022,297.65
30.06.2022,207
01.07.2022,192.5
04.07.2022,186.25
05.07.2022,197.3
06.07.2022,195.42
07.07.2022,197.92
08.07.2022,198
11.07.2022,188.9
12.07.2022,191.4
13.07.2022,186
14.07.2022,184.55
15.07.2022,187.61
18.07.2022,186.7
19.07.2022,189.51
20.07.2022,193.3
21.07.2022,189.59
22.07.2022,192.25
25.07.2022,192
26.07.2022,193.95
27.07.2022,196.49
28.07.2022,196.25
29.07.2022,195.26
01.08.2022,192
02.08.2022,187.16
03.08.2022,187.04
04.08.2022,184.9
05.08.2022,176.58
08.08.2022,177.86
09.08.2022,181.04
10.08.2022,178.81
11.08.2022,174.1
12.08.2022,174.36
15.08.2022,174.8
16.08.2022,181.3
17.08.2022,176.5
18.08.2022,178.87
19.08.2022,177.6
22.08.2022,181.7
23.08.2022,184.3
24.08.2022,182.83
25.08.2022,181.9
26.08.2022,183.62
29.08.2022,190
30.08.2022,204
31.08.2022,254.9
01.09.2022,249.11
02.09.2022,252.8
05.09.2022,250
06.09.2022,246
07.09.2022,241.55
08.09.2022,243.95
09.09.2022,245.34
12.09.2022,243.3
13.09.2022,242.64
14.09.2022,243.32
15.09.2022,243.68
16.09.2022,243.8
19.09.2022,244.21
20.09.2022,221.15
21.09.2022,214.07
22.09.2022,231.45
23.09.2022,224.84
26.09.2022,206
27.09.2022,217.3
28.09.2022,217.38
29.09.2022,226.46
30.09.2022,217.7
03.10.2022,215.83
04.10.2022,210.72
05.10.2022,209.05
06.10.2022,212.86
07.10.2022,195.15
10.10.2022,163.89
11.10.2022,162.89
12.10.2022,161.8
13.10.2022,160.84
14.10.2022,159.6
17.10.2022,163.24
18.10.2022,160.2
19.10.2022,161.29
20.10.2022,160.75
21.10.2022,166.99
24.10.2022,165.47
25.10.2022,172.38
26.10.2022,171.98
27.10.2022,172.47
28.10.2022,170.73
31.10.2022,170.27
01.11.2022,169.92
02.11.2022,167.72
03.11.2022,169.14
07.11.2022,169.85
08.11.2022,169.97
09.11.2022,167.1
10.11.2022,168.9
11.11.2022,169.86
14.11.2022,169.6
15.11.2022,166.25
16.11.2022,168.76
17.11.2022,168.99
18.11.2022,168.79
21.11.2022,168.13
22.11.2022,168.08
23.11.2022,169.15
24.11.2022,168.96
25.11.2022,169.03
28.11.2022,168.1
29.11.2022,168.1
30.11.2022,167.7
01.12.2022,166.98
02.12.2022,165.86
05.12.2022,165.03
06.12.2022,164.3
07.12.2022,163.7
08.12.2022,163
09.12.2022,162.75
12.12.2022,162.89
13.12.2022,162.4
14.12.2022,160.74
15.12.2022,160.31
16.12.2022,160.24
19.12.2022,157.61
20.12.2022,158.94
21.12.2022,157.59
22.12.2022,157.95
23.12.2022,160.89
26.12.2022,162.12
27.12.2022,164.07
28.12.2022,161.82
29.12.2022,162.91
30.12.2022,162.56
03.01.2023,163.52
04.01.2023,162.51
05.01.2023,161.2
06.01.2023,162.1
09.01.2023,162.71
10.01.2023,162.1
11.01.2023,165.83
12.01.2023,164.17
13.01.2023,164.56
16.01.2023,165.8
17.01.2023,162.33
18.01.2023,162.18
19.01.2023,160.53
20.01.2023,158.85
23.01.2023,160.06
24.01.2023,157.88
25.01.2023,158.99
26.01.2023,157.58
27.01.2023,159.08
30.01.2023,158.41
31.01.2023,158.1
01.02.2023,158.12
02.02.2023,158.1
03.02.2023,160.87
06.02.2023,160.14
07.02.2023,159.87
08.02.2023,158.18
09.02.2023,159.19
10.02.2023,158.68
